age,gender,education_level,government_region,W8wave5,W8wave6,W8wave7,w1rwa11,w1rwa21,w1rwa31,w1wing1a,w1EQUALITY1,w2UKparty1,w2UKparty2,w2UKparty3,w2trdegl5,w2trdegl7,w2trdegl8,w2trdegl9,w2efftrst1,w2efftrst2,w2efftrst3,w2efftrst4,w2efftrst5,w2efftrst6,w2efftrst14,w2efftrst15,w2efftrst16,w2efftrst18,w2natid1,w2natid2,w2natid3,w2natid4,w2eupan1,w2eupan2,w2eupan3,w2eupan4,w2eupan5,w2eupan6,w2eupan7,w2eupan8,w2eupan9,w2eupan10,w5econ1,w5econ2,w5econp1,w5econp2,w5EUref1,w6econ1,w6econ2,w6econp1,w6econp2,w6EUref1,w7cgreed,w7banks,w7EUref1,Weight_wave10,w10econ1,w10econ2,w10econp1,w10econp2,w10EUref1
71,Male,"University or CNAA higher degree (eg M.Sc, Ph.D)",South East,.7907856196517146,.7739216129224216,.7272508129971751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union,Agree,Agree,I would vote for Britain to remain a member of the European Union,,,,,,
22,Female,GCE A level or Higher Certificate,London,1.173286533505571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a lot worse,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
22,Female,GCE A level or Higher Certificate,London,1.034392947780351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
22,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",Yorkshire and the Humber,1.059481030047997,1.531893135793543,1.631831453416976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Stayed the same,Don't know,Stay the same,Don't know,Stayed the same,Stayed the same,Get a little better,Stay the same,Don't know,Don't know,Don't know,I would vote for Britain to remain a member of the European Union,2.020981131442419,Got a little better,Got a lot better,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.
64,Male,"University or CNAA higher degree (eg M.Sc, Ph.D)",South West,.2753217684486399,.2231932940438649,.2222562370271321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union.,Gotten a lot better,Stayed the same,Get a little better,Get a lot better,I would vote for Britain to leave the European Union,Neither agree nor disagree,Neither agree nor disagree,I would vote for Britain to leave the European Union,.3450738562517002,Got a lot better,Got a lot better,Get a little better,Get a little better,I would vote for Britain to leave the European Union.
23,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",London,.8061973941685344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
62,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",London,.5860545575270178,.4738291182206602,.4459903566351258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Get a little worse,I would vote for Britain to remain a member of the European Union.,Gotten a lot worse,Stayed the same,Stay the same,Get a lot worse,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,.3987170280029935,Got a little worse,Got a little better,Stay the same,Get a little worse,I would vote for Britain to remain a member of the European Union.
44,Male,GCE A level or Higher Certificate,London,.927035930968398,.9631748517555323,.9493522333830797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a lot worse,Get a little worse,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a little worse,Get a little worse,Get a little better,I would vote for Britain to remain a member of the European Union,Disagree,Strongly agree,I would vote for Britain to remain a member of the European Union,.7889181662752758,Stayed the same,Got a little worse,Stay the same,Get a little worse,I would vote for Britain to remain a member of the European Union.
21,Female,GCE A level or Higher Certificate,London,1.145993614190241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
54,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",East Midlands,1.040427815983735,1.144007040414493,1.159300481026806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union,Agree,Agree,I would vote for Britain to leave the European Union,,,,,,
22,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",North West,.6002620907413562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little better,Get a lot better,Get a little worse,Don't know,,,,,,,,,,,,,,
25,Male,"CSE grade 1, GCE O level, GCSE, School Certificate",South East,1.351718518891612,1.37745420953253,1.434328702297243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot worse,Got a lot worse,Get a little worse,Get a little worse,I would not vote.,Stayed the same,Gotten a lot worse,Stay the same,Stay the same,Don't know,Don't know,Don't know,I would vote for Britain to leave the European Union,,,,,,
61,Female,"University or CNAA higher degree (eg M.Sc, Ph.D)",South East,1.216822435356162,.9964369156989921,.9745276105585369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a little worse,Get a little better,Get a little better,I would vote for Britain to leave the European Union.,Gotten a little better,Gotten a little worse,Get a little better,Get a little better,I would vote for Britain to leave the European Union,Neither agree nor disagree,Agree,I would vote for Britain to leave the European Union,.7365532232216337,Got a little better,Got a little better,Get a little worse,Get a little better,I would vote for Britain to leave the European Union.
34,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",West Midlands,1.34672177004205,1.449725866414693,1.480053932401726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,Gotten a little worse,Stayed the same,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union,Agree,Agree,I would vote for Britain to remain a member of the European Union,1.172345787817397,Got a little worse,Got a little worse,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.
37,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",Yorkshire and the Humber,.8611962799770679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot worse,Got a little worse,Get a little worse,Get a little worse,Don't know,,,,,,,,,,,,,,
66,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",West Midlands,.3436455042374513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot worse,Got a lot worse,Get a lot worse,Get a lot worse,I would vote for Britain to leave the European Union.,,,,,,,,,,,,,,
25,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",North West,.6078803116630636,.722577020720951,.7661848590343359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Stayed the same,Stay the same,Stay the same,Don't know,Stayed the same,Stayed the same,Stay the same,Stay the same,Don't know,Strongly agree,Strongly agree,Don't know,.475629129899772,Stayed the same,Stayed the same,Stay the same,Stay the same,Don't know
53,Male,"Other technical, professional or higher qualification",East Midlands,.7635612965771338,.7607680374331938,.7211748011076238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union,Agree,Agree,I would vote for Britain to leave the European Union,.6003862114384819,Got a little better,Stayed the same,Stay the same,Don't know,I would vote for Britain to leave the European Union.
48,Female,"Other technical, professional or higher qualification",Scotland,.6414723437311026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot worse,Got a lot worse,Get a lot worse,Get a lot worse,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
67,Male,GCE A level or Higher Certificate,North West,.7306709278886693,.6125788611600881,.5948726093190231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a little better,Stay the same,Stay the same,I would vote for Britain to leave the European Union.,Gotten a little better,Gotten a little better,Get a little better,Get a little better,I would vote for Britain to leave the European Union,Strongly agree,Agree,I would vote for Britain to leave the European Union,.4697189498021701,Got a little better,Got a little better,Stay the same,Stay the same,I would vote for Britain to leave the European Union.
22,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",Scotland,1.638177039643415,2.539147180315046,2.754860550603753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a little better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union,Agree,Disagree,I would vote for Britain to remain a member of the European Union,4.490729031018105,Got a little better,Got a little better,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.
58,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",South East,.7557497168557279,.7774016546223639,.7622507373480321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a little better,Get a little worse,Get a little better,I would vote for Britain to remain a member of the European Union,Strongly agree,Agree,I would vote for Britain to remain a member of the European Union,.7331006428708248,Got a little better,Got a little worse,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union.
40,Male,Refused,South East,.7895066605033075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little worse,Don't know,Get a little better,I would vote for Britain to leave the European Union.,,,,,,,,,,,,,,
42,Male,University diploma,West Midlands,1.306763618142186,1.34154439390153,1.338706277396652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Stayed the same,Get a lot better,Don't know,I would vote for Britain to leave the European Union.,Gotten a little better,Gotten a little better,Get a little better,Get a little better,I would vote for Britain to leave the European Union,Neither agree nor disagree,Neither agree nor disagree,I would vote for Britain to leave the European Union,,,,,,
22,Female,GCE A level or Higher Certificate,London,1.067025131951942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union.,,,,,,,,,,,,,,
64,Female,"Nursing qualification (eg SEN, SRN, SCM, RGN)",Scotland,.8379539162549827,.8367184437516256,.8270850795503304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Stay the same,Get a little better,Don't know,Stayed the same,Stayed the same,Get a lot worse,Get a little worse,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,Don't know,.621094366312255,Got a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.
22,Female,University diploma,South West,1.841086105813849,1.537389847134948,1.688015108904657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Get a little worse,Get a little worse,Don't know,Gotten a little worse,Don't know,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union,Agree,Strongly agree,I would vote for Britain to leave the European Union,3.793476903111602,Stayed the same,Stayed the same,Don't know,Don't know,I would vote for Britain to leave the European Union.
31,Female,"University or CNAA higher degree (eg M.Sc, Ph.D)",Yorkshire and the Humber,1.018650624865461,1.029536363385053,1.040622737460423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a little better,Get a little better,Stay the same,Don't know,Stayed the same,Gotten a little better,Get a little better,Stay the same,Don't know,Agree,Agree,I would vote for Britain to leave the European Union,.9738908271120169,Got a little better,Got a little better,Get a little better,Get a little better,Don't know
60,Female,"Other technical, professional or higher qualification",East Midlands,.994612550384552,.8648531709184201,.8250652001413373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union.,Gotten a little better,Gotten a little better,Stay the same,Get a little better,I would vote for Britain to leave the European Union,Agree,Strongly agree,I would vote for Britain to leave the European Union,,,,,,
23,Female,City and Guild certificate,South West,.9688503675652725,1.412023801762227,1.527120635723882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Stayed the same,Stay the same,Don't know,I would vote for Britain to remain a member of the European Union,Don't know,Agree,Don't know,2.964717806931063,Don't Know,Don't Know,Stay the same,Stay the same,I would vote for Britain to leave the European Union.
79,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",South East,.8772080642845167,.9389786798318089,.9331125931692363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little worse,Don't know,Don't know,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,,,,,,
